RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
d07300,CHLOPHEDIANOL; DEXCHLORPHENIRAMINE; PSE,2,122,132,,,,,,,,,,,122,123,,122,124,,122,127,,,,,,,,,,,RESPIRATORY AGENTS,UPPER RESPIRATORY COMBINATIONS,,,,,,,,,,,RESPIRATORY AGENTS,ANTIHISTAMINES,,RESPIRATORY AGENTS,ANTITUSSIVES,,RESPIRATORY AGENTS,DECONGESTANTS,,,,,,,,,,
d07348,GLYCOPYRROLATE TOPICAL,1,133,136,140,,,,,,,,,,133,136,140,,,,,,,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,MISCELLANEOUS TOPICAL AGENTS,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,MISCELLANEOUS TOPICAL AGENTS,,,,,,,,,,,,,,,
d07349,LACOSAMIDE,1,57,64,204,,,,,,,,,,57,64,204,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,MISCELLANEOUS ANTICONVULSANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,MISCELLANEOUS ANTICONVULSANTS,,,,,,,,,,,,,,,
d07351,CARBETAPENTANE; PSEUDOEPHEDRINE; PYRILAMINE,2,122,132,,,,,,,,,,,57,67,70,122,123,,122,124,,122,127,,,,,,,,RESPIRATORY AGENTS,UPPER RESPIRATORY COMBINATIONS,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,"ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS",RESPIRATORY AGENTS,ANTIHISTAMINES,,RESPIRATORY AGENTS,ANTITUSSIVES,,RESPIRATORY AGENTS,DECONGESTANTS,,,,,,,
d07354,SILODOSIN,1,40,43,,,,,,,,,,,40,43,,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",,,,,,,,,,,CARDIOVASCULAR AGENTS,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",,,,,,,,,,,,,,,,
d07356,RIVAROXABAN,1,81,82,285,,,,,,,,,,81,82,285,,,,,,,,,,,,,,,,COAGULATION MODIFIERS,ANTICOAGULANTS,FACTOR XA INHIBITORS,,,,,,,,,,COAGULATION MODIFIERS,ANTICOAGULANTS,FACTOR XA INHIBITORS,,,,,,,,,,,,,,,
d07371,FENOFIBRIC ACID,1,358,19,241,,,,,,,,,,358,19,241,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,FIBRIC ACID DERIVATIVES,,,,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,FIBRIC ACID DERIVATIVES,,,,,,,,,,,,,,,
d07374,BIMATOPROST TOPICAL OPHTHALMIC,1,133,136,140,,,,,,,,,,133,136,140,,,,,,,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,MISCELLANEOUS TOPICAL AGENTS,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,MISCELLANEOUS TOPICAL AGENTS,,,,,,,,,,,,,,,
d07382,ADAPALENE; BENZOYL PEROXIDE TOPICAL,2,133,136,143,,,,,,,,,,133,136,143,,,,,,,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ACNE AGENTS,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ACNE AGENTS,,,,,,,,,,,,,,,
d07395,DEXLANSOPRAZOLE,1,87,272,,,,,,,,,,,87,272,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,PROTON PUMP INHIBITORS,,,,,,,,,,,GASTROINTESTINAL AGENTS,PROTON PUMP INHIBITORS,,,,,,,,,,,,,,,,
d07396,USTEKINUMAB,1,254,104,443,,,,,,,,,,254,104,443,,,,,,,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSUPPRESSIVE AGENTS,INTERLEUKIN INHIBITORS,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSUPPRESSIVE AGENTS,INTERLEUKIN INHIBITORS,,,,,,,,,,,,,,,
d07397,FEBUXOSTAT,1,358,289,,,,,,,,,,,358,289,,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIHYPERURICEMIC AGENTS,,,,,,,,,,,METABOLIC AGENTS,ANTIHYPERURICEMIC AGENTS,,,,,,,,,,,,,,,,
d07409,PRASUGREL,1,81,83,211,,,,,,,,,,81,83,211,,,,,,,,,,,,,,,,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,,,,,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,,,,,,,,,,
d07435,GOLIMUMAB,1,254,104,442,,,,,,,,,,254,104,442,,,,,,,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSUPPRESSIVE AGENTS,TNF ALPHA INHIBITORS,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSUPPRESSIVE AGENTS,TNF ALPHA INHIBITORS,,,,,,,,,,,,,,,
d07440,AMLODIPINE; HYDROCHLOROTHIAZIDE; VALSARTAN,2,40,55,470,,,,,,,,,,40,48,,40,49,156,40,56,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIHYPERTENSIVE COMBINATIONS,MISCELLANEOUS ANTIHYPERTENSIVE COMBINATIONS,,,,,,,,,,CARDIOVASCULAR AGENTS,CALCIUM CHANNEL BLOCKING AGENTS,,CARDIOVASCULAR AGENTS,DIURETICS,THIAZIDE AND THIAZIDE-LIKE DIURETICS,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,
d07441,ILOPERIDONE,1,242,251,341,,,,,,,,,,242,251,341,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,ATYPICAL ANTIPSYCHOTICS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,ATYPICAL ANTIPSYCHOTICS,,,,,,,,,,,,,,,
d07448,BESIFLOXACIN OPHTHALMIC,1,133,147,163,,,,,,,,,,133,147,163,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTI-INFECTIVES,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTI-INFECTIVES,,,,,,,,,,,,,,,
d07453,TAPENTADOL,1,57,58,60,,,,,,,,,,57,58,60,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,,,,,,
d07458,DRONEDARONE,1,40,46,387,,,,,,,,,,40,46,387,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP III ANTIARRHYTHMICS,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP III ANTIARRHYTHMICS,,,,,,,,,,,,,,,
d07466,LIRAGLUTIDE,1,358,99,373,,,,,,,,,,358,99,373,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,GLP-1 RECEPTOR AGONISTS,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,GLP-1 RECEPTOR AGONISTS,,,,,,,,,,,,,,,
d07467,SAXAGLIPTIN,1,358,99,371,,,,,,,,,,358,99,371,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,DIPEPTIDYL PEPTIDASE 4 INHIBITORS,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,DIPEPTIDYL PEPTIDASE 4 INHIBITORS,,,,,,,,,,,,,,,
d07473,ASENAPINE,1,242,251,341,,,,,,,,,,242,251,341,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,ATYPICAL ANTIPSYCHOTICS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,ATYPICAL ANTIPSYCHOTICS,,,,,,,,,,,,,,,
d07478,TAFLUPROST OPHTHALMIC,1,133,147,164,,,,,,,,,,133,147,164,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,,,,,,
d07482,BEPOTASTINE OPHTHALMIC,1,133,147,267,,,,,,,,,,133,147,267,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,,,,,,
d07486,ALISKIREN; VALSARTAN,2,40,55,470,,,,,,,,,,40,56,,40,342,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIHYPERTENSIVE COMBINATIONS,MISCELLANEOUS ANTIHYPERTENSIVE COMBINATIONS,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,CARDIOVASCULAR AGENTS,RENIN INHIBITORS,,,,,,,,,,,,,
d07496,TOCILIZUMAB,1,254,104,443,,,,,,,,,,254,104,443,,,,,,,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSUPPRESSIVE AGENTS,INTERLEUKIN INHIBITORS,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSUPPRESSIVE AGENTS,INTERLEUKIN INHIBITORS,,,,,,,,,,,,,,,
d07498,AMLODIPINE; TELMISARTAN,2,40,55,479,,,,,,,,,,40,48,,40,56,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIHYPERTENSIVE COMBINATIONS,ANGIOTENSIN II INHIBITORS WITH CALCIUM CHANNEL BLOCKERS,,,,,,,,,,CARDIOVASCULAR AGENTS,CALCIUM CHANNEL BLOCKING AGENTS,,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,,,,
d07499,PAZOPANIB,1,20,402,,,,,,,,,,,20,402,,,,,,,,,,,,,,,,,ANTINEOPLASTICS,VEGF/VEGFR  INHIBITORS,,,,,,,,,,,ANTINEOPLASTICS,VEGF/VEGFR  INHIBITORS,,,,,,,,,,,,,,,,
d07507,ESLICARBAZEPINE,1,57,64,311,,,,,,,,,,57,64,311,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,DIBENZAZEPINE ANTICONVULSANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,DIBENZAZEPINE ANTICONVULSANTS,,,,,,,,,,,,,,,
d07533,AMLODIPINE; PERINDOPRIL,2,40,55,476,,,,,,,,,,40,42,,40,48,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIHYPERTENSIVE COMBINATIONS,ACE INHIBITORS WITH CALCIUM CHANNEL BLOCKING AGENTS,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,,CARDIOVASCULAR AGENTS,CALCIUM CHANNEL BLOCKING AGENTS,,,,,,,,,,,,,
d07546,DALFAMPRIDINE,1,57,80,,,,,,,,,,,57,80,,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS,,,,,,,,,,,,,,,,
d07631,ESOMEPRAZOLE; NAPROXEN,2,57,58,61,,,,,,,,,,57,58,61,87,272,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,GASTROINTESTINAL AGENTS,PROTON PUMP INHIBITORS,,,,,,,,,,,,,
d07634,DUTASTERIDE; TAMSULOSIN,2,40,43,,97,288,,,,,,,,40,43,,97,288,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",,HORMONES/HORMONE MODIFIERS,5-ALPHA-REDUCTASE INHIBITORS,,,,,,,,CARDIOVASCULAR AGENTS,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",,HORMONES/HORMONE MODIFIERS,5-ALPHA-REDUCTASE INHIBITORS,,,,,,,,,,,,,
d07637,PITAVASTATIN,1,358,19,173,,,,,,,,,,358,19,173,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,HMG-COA REDUCTASE INHIBITORS (STATINS),,,,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,HMG-COA REDUCTASE INHIBITORS (STATINS),,,,,,,,,,,,,,,
d07638,SIPULEUCEL-T,1,254,437,440,,,,,,,,,,254,437,440,,,,,,,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSTIMULANTS,THERAPEUTIC VACCINES,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSTIMULANTS,THERAPEUTIC VACCINES,,,,,,,,,,,,,,,
d07640,DENOSUMAB,1,358,409,415,,,,,,,,,,358,409,415,,,,,,,,,,,,,,,,METABOLIC AGENTS,BONE RESORPTION INHIBITORS,MISCELLANEOUS BONE RESORPTION INHIBITORS,,,,,,,,,,METABOLIC AGENTS,BONE RESORPTION INHIBITORS,MISCELLANEOUS BONE RESORPTION INHIBITORS,,,,,,,,,,,,,,,
d07645,ONABOTULINUMTOXINA,1,57,73,178,,,,,,,,,,57,73,178,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d07651,INDACATEROL,1,122,125,180,,,,,,,,,,122,125,180,,,,,,,,,,,,,,,,RESPIRATORY AGENTS,BRONCHODILATORS,ADRENERGIC BRONCHODILATORS,,,,,,,,,,RESPIRATORY AGENTS,BRONCHODILATORS,ADRENERGIC BRONCHODILATORS,,,,,,,,,,,,,,,
d07660,FORMOTEROL; MOMETASONE,2,122,125,181,,,,,,,,,,122,125,180,122,130,296,,,,,,,,,,,,,RESPIRATORY AGENTS,BRONCHODILATORS,BRONCHODILATOR COMBINATIONS,,,,,,,,,,RESPIRATORY AGENTS,BRONCHODILATORS,ADRENERGIC BRONCHODILATORS,RESPIRATORY AGENTS,RESPIRATORY INHALANT PRODUCTS,INHALED CORTICOSTEROIDS,,,,,,,,,,,,
d07668,AMLODIPINE; HYDROCHLOROTHIAZIDE; OLMESARTAN,2,40,55,470,,,,,,,,,,40,48,,40,49,156,40,56,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIHYPERTENSIVE COMBINATIONS,MISCELLANEOUS ANTIHYPERTENSIVE COMBINATIONS,,,,,,,,,,CARDIOVASCULAR AGENTS,CALCIUM CHANNEL BLOCKING AGENTS,,CARDIOVASCULAR AGENTS,DIURETICS,THIAZIDE AND THIAZIDE-LIKE DIURETICS,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,
d07670,ALCAFTADINE OPHTHALMIC,1,133,147,267,,,,,,,,,,133,147,267,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,,,,,,
d07684,ROFLUMILAST,1,122,435,,,,,,,,,,,122,435,,,,,,,,,,,,,,,,,RESPIRATORY AGENTS,SELECTIVE PHOSPHODIESTERASE-4 INHIBITORS,,,,,,,,,,,RESPIRATORY AGENTS,SELECTIVE PHOSPHODIESTERASE-4 INHIBITORS,,,,,,,,,,,,,,,,
d07686,CARBOXYMETHYLCELLULOSE; SODIUM HYALURONATE,2,133,136,140,,,,,,,,,,105,284,,133,136,140,,,,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,MISCELLANEOUS TOPICAL AGENTS,,,,,,,,,,MISCELLANEOUS AGENTS,VISCOSUPPLEMENTATION AGENTS,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,MISCELLANEOUS TOPICAL AGENTS,,,,,,,,,,,,
d07692,FINGOLIMOD,1,254,104,444,,,,,,,,,,254,104,444,,,,,,,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSUPPRESSIVE AGENTS,SELECTIVE IMMUNOSUPPRESSANTS,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSUPPRESSIVE AGENTS,SELECTIVE IMMUNOSUPPRESSANTS,,,,,,,,,,,,,,,
d07697,DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE,2,97,101,102,,,,,,,,,,97,101,183,97,101,185,115,119,,,,,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,CONTRACEPTIVES,,,,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,ESTROGENS,HORMONES/HORMONE MODIFIERS,SEX HORMONES,PROGESTINS,NUTRITIONAL PRODUCTS,VITAMINS,,,,,,,,,,
d07705,LURASIDONE,1,242,251,341,,,,,,,,,,242,251,341,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,ATYPICAL ANTIPSYCHOTICS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,ATYPICAL ANTIPSYCHOTICS,,,,,,,,,,,,,,,
d07707,DEXTROMETHORPHAN; QUINIDINE,2,57,80,,,,,,,,,,,40,46,385,122,124,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIARRHYTHMIC AGENTS,GROUP I ANTIARRHYTHMICS,RESPIRATORY AGENTS,ANTITUSSIVES,,,,,,,,,,,,,
d07709,METFORMIN; SAXAGLIPTIN,2,358,99,314,,,,,,,,,,358,99,214,358,99,371,,,,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,ANTIDIABETIC COMBINATIONS,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,BIGUANIDES,METABOLIC AGENTS,ANTIDIABETIC AGENTS,DIPEPTIDYL PEPTIDASE 4 INHIBITORS,,,,,,,,,,,,
d07721,TICAGRELOR,1,81,83,211,,,,,,,,,,81,83,211,,,,,,,,,,,,,,,,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,,,,,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,,,,,,,,,,
d07726,HYOSCYAMINE; METHENAM; M-BLUE; SODIUM BIPHOSPHATE,2,113,264,,,,,,,,,,,1,17,,87,95,,87,355,89,105,106,,331,112,464,,,,GENITOURINARY TRACT AGENTS,URINARY ANTISPASMODICS,,,,,,,,,,,ANTI-INFECTIVES,URINARY ANTI-INFECTIVES,,GASTROINTESTINAL AGENTS,LAXATIVES,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,MISCELLANEOUS AGENTS,ANTIDOTES,,RADIOLOGIC AGENTS,RADIOCONTRAST AGENTS,MISCELLANEOUS DIAGNOSTIC DYES,,,
d07730,PENICILLIN V POTASSIUM,1,1,13,226,,,,,,,,,,1,13,226,,,,,,,,,,,,,,,,ANTI-INFECTIVES,PENICILLINS,NATURAL PENICILLINS,,,,,,,,,,ANTI-INFECTIVES,PENICILLINS,NATURAL PENICILLINS,,,,,,,,,,,,,,,
d07740,VILAZODONE,1,242,249,76,,,,,,,,,,242,249,76,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MISCELLANEOUS ANTIDEPRESSANTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MISCELLANEOUS ANTIDEPRESSANTS,,,,,,,,,,,,,,,
d07754,AZILSARTAN,1,40,56,,,,,,,,,,,40,56,,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,,,,,,,
d07764,FAMOTIDINE; IBUPROFEN,2,57,58,61,,,,,,,,,,57,58,61,87,94,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,GASTROINTESTINAL AGENTS,H2 ANTAGONISTS,,,,,,,,,,,,,
d07766,ABIRATERONE,1,20,25,,,,,,,,,,,20,25,,,,,,,,,,,,,,,,,ANTINEOPLASTICS,MISCELLANEOUS ANTINEOPLASTICS,,,,,,,,,,,ANTINEOPLASTICS,MISCELLANEOUS ANTINEOPLASTICS,,,,,,,,,,,,,,,,
d07767,LINAGLIPTIN,1,358,99,371,,,,,,,,,,358,99,371,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,DIPEPTIDYL PEPTIDASE 4 INHIBITORS,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,DIPEPTIDYL PEPTIDASE 4 INHIBITORS,,,,,,,,,,,,,,,
d07796,EMTRICITABINE; RILPIVIRINE; TENOFOVIR,2,1,7,327,,,,,,,,,,1,7,176,1,7,227,,,,,,,,,,,,,ANTI-INFECTIVES,ANTIVIRAL AGENTS,ANTIVIRAL COMBINATIONS,,,,,,,,,,ANTI-INFECTIVES,ANTIVIRAL AGENTS,NRTIS,ANTI-INFECTIVES,ANTIVIRAL AGENTS,NNRTIS,,,,,,,,,,,,
d07804,APIXABAN,1,81,82,285,,,,,,,,,,81,82,285,,,,,,,,,,,,,,,,COAGULATION MODIFIERS,ANTICOAGULANTS,FACTOR XA INHIBITORS,,,,,,,,,,COAGULATION MODIFIERS,ANTICOAGULANTS,FACTOR XA INHIBITORS,,,,,,,,,,,,,,,
d07805,SIMVASTATIN; SITAGLIPTIN,2,358,19,317,358,99,314,,,,,,,358,19,173,358,99,371,,,,,,,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,ANTIHYPERLIPIDEMIC COMBINATIONS,METABOLIC AGENTS,ANTIDIABETIC AGENTS,ANTIDIABETIC COMBINATIONS,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,HMG-COA REDUCTASE INHIBITORS (STATINS),METABOLIC AGENTS,ANTIDIABETIC AGENTS,DIPEPTIDYL PEPTIDASE 4 INHIBITORS,,,,,,,,,,,,
d07812,RUXOLITINIB,1,20,397,,,,,,,,,,,20,397,,,,,,,,,,,,,,,,,ANTINEOPLASTICS,MULTIKINASE INHIBITORS,,,,,,,,,,,ANTINEOPLASTICS,MULTIKINASE INHIBITORS,,,,,,,,,,,,,,,,
d07815,AFLIBERCEPT OPHTHALMIC,1,133,147,353,,,,,,,,,,133,147,353,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,ANTI-ANGIOGENIC OPHTHALMIC AGENTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,ANTI-ANGIOGENIC OPHTHALMIC AGENTS,,,,,,,,,,,,,,,
d07818,AZILSARTAN; CHLORTHALIDONE,2,40,55,473,,,,,,,,,,40,49,156,40,56,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIHYPERTENSIVE COMBINATIONS,ANGIOTENSIN II INHIBITORS WITH THIAZIDES,,,,,,,,,,CARDIOVASCULAR AGENTS,DIURETICS,THIAZIDE AND THIAZIDE-LIKE DIURETICS,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,,,,
d07825,LINAGLIPTIN; METFORMIN,2,358,99,314,,,,,,,,,,358,99,214,358,99,371,,,,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,ANTIDIABETIC COMBINATIONS,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,BIGUANIDES,METABOLIC AGENTS,ANTIDIABETIC AGENTS,DIPEPTIDYL PEPTIDASE 4 INHIBITORS,,,,,,,,,,,,
d07842,IVERMECTIN TOPICAL,1,133,136,137,133,136,461,,,,,,,133,136,137,133,136,461,,,,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTI-INFECTIVES,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTI-ROSACEA AGENTS,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTI-INFECTIVES,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTI-ROSACEA AGENTS,,,,,,,,,,,,
d07868,AZELASTINE; FLUTICASONE NASAL,2,133,247,245,133,247,246,,,,,,,133,247,245,133,247,246,,,,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL STEROIDS,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL ANTIHISTAMINES AND DECONGESTANTS,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL STEROIDS,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,,,
d07876,MIRABEGRON,1,113,264,,,,,,,,,,,113,264,,,,,,,,,,,,,,,,,GENITOURINARY TRACT AGENTS,URINARY ANTISPASMODICS,,,,,,,,,,,GENITOURINARY TRACT AGENTS,URINARY ANTISPASMODICS,,,,,,,,,,,,,,,,
